,Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Outlier_Flag_2021
6976,Humira(Cf) Pen,Adalimumab,1,Abbvie US LLC,0.0,,,,,,73639728.95,"31,374.75","13,164","$2,347.10","$5,594.02",0.0,946396560.9,"$374,298.20","156,950","$2,528.46","$6,029.92",0.0,1770446662.9,"653,847.912","267,073","$2,707.73","$6,629.07",0.0,2730141376.1,"919,059.836","370,028","$2,977.36","$7,378.20",0
6977,Humira(Cf) Pen Crohn'S-Uc-Hs,Adalimumab,1,Overall,0.0,,,,,,13586855.97,"2,870.583",961,"$4,733.13","$14,138.25",0.0,88636318.59,"$17,394.67","5,822","$5,095.60","$15,224.38",0.0,109752867.15,"20,089.811","6,739","$5,463.11","$16,286.22",0.0,165016836.13,"28,168.65","9,437","$5,858.17","$17,486.15",0
6978,Humira(Cf) Pen Crohn'S-Uc-Hs,Adalimumab,1,Abbvie US LLC,0.0,,,,,,13586855.97,"2,870.583",961,"$4,733.13","$14,138.25",0.0,88636318.59,"$17,394.67","5,822","$5,095.60","$15,224.38",0.0,109752867.15,"20,089.811","6,739","$5,463.11","$16,286.22",0.0,165016836.13,"28,168.65","9,437","$5,858.17","$17,486.15",0
6979,Humira(Cf) Pen Pediatric Uc,Adalimumab,1,Overall,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,2195475.88,345,96,"$6,363.70","$22,869.54",0
6980,Humira(Cf) Pen Pediatric Uc,Adalimumab,1,Abbvie US LLC,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,2195475.88,345,96,"$6,363.70","$22,869.54",0
6981,Humira(Cf) Pen Psor-Uv-Adol Hs,Adalimumab,1,Overall,0.0,,,,,,4991769.02,564.583,528,"$8,841.51","$9,454.11",0.0,36156324.56,"$3,616.54","3,548","$9,997.49","$10,190.62",0.0,42799942.89,"3,953.582","3,921","$10,825.61","$10,915.57",0.0,64002032.36,"5,543.419","5,480","$11,545.59","$11,679.20",0
6982,Humira(Cf) Pen Psor-Uv-Adol Hs,Adalimumab,1,Abbvie US LLC,0.0,,,,,,4991769.02,564.583,528,"$8,841.51","$9,454.11",0.0,36156324.56,"$3,616.54","3,548","$9,997.49","$10,190.62",0.0,42799942.89,"3,953.582","3,921","$10,825.61","$10,915.57",0.0,64002032.36,"5,543.419","5,480","$11,545.59","$11,679.20",0
6983,Humulin R U-500,"Insulin Regular, Human",1,Overall,60554059.5,"858,848.138","37,278",$70.51,"$1,624.39",0.0,51114772.37,"736,472.92","32,002",$69.40,"$1,597.24",0.0,46380307.18,"$647,961.63","28,492",$71.58,"$1,627.84",0.0,45324992.02,"632,913.59","26,391",$71.61,"$1,717.44",0.0,41782993.87,"583,569.55","23,791",$71.60,"$1,756.25",0
6984,Humulin R U-500,"Insulin Regular, Human",1,Eli Lilly & Co.,60554059.5,"858,848.138","37,278",$70.51,"$1,624.39",0.0,51114772.37,"736,472.92","32,002",$69.40,"$1,597.24",0.0,46380307.18,"$647,961.63","28,492",$71.58,"$1,627.84",0.0,45324992.02,"632,913.59","26,391",$71.61,"$1,717.44",0.0,41782993.87,"583,569.55","23,791",$71.60,"$1,756.25",0
6985,Humulin R U-500 Kwikpen,"Insulin Regular, Human",1,Overall,27820959.49,"309,805.89","21,847",$89.80,"$1,273.45",0.0,41699731.08,"489,359.34","33,499",$85.21,"$1,244.81",1.0,55094553.64,"$620,821.11","41,479",$88.74,"$1,328.25",0.0,67218137.12,"760,992.64","48,827",$88.33,"$1,376.66",0.0,79283880.84,"904,010.252","54,310",$87.70,"$1,459.84",0
6986,Humulin R U-500 Kwikpen,"Insulin Regular, Human",1,Eli Lilly & Co.,27820959.49,"309,805.89","21,847",$89.80,"$1,273.45",0.0,41699731.08,"489,359.34","33,499",$85.21,"$1,244.81",1.0,55094553.64,"$620,821.11","41,479",$88.74,"$1,328.25",0.0,67218137.12,"760,992.64","48,827",$88.33,"$1,376.66",0.0,79283880.84,"904,010.252","54,310",$87.70,"$1,459.84",0
6987,Hycamtin*,Topotecan HCl,2,Overall,1819606.85,"7,473.75","1,326",$130.14,"$1,372.25",1.0,1552833.97,"4,508.025",668,$291.50,"$2,324.60",1.0,1447969.41,"$3,985.10",354,$582.98,"$4,090.31",1.0,2013833.46,"6,107.95",390,$317.75,"$5,163.68",0.0,1723513.95,"5,345.1",334,$285.30,"$5,160.22",0
6988,Hycamtin*,Topotecan HCl,1,Novartis*,1043913.08,"2,876.875",193,$295.56,"$5,408.88",1.0,1459903.74,"4,073.75",268,$420.00,"$5,447.40",0.0,1409956.47,"$3,940.60",315,$549.40,"$4,476.05",1.0,2013833.46,"6,107.95",390,$317.75,"$5,163.68",0.0,1721484.29,"5,321.325",312,$299.39,"$5,517.58",0
6989,Hycamtin*,Topotecan HCl,1,Glaxosmithkline,775693.77,"4,596.875","1,133",$101.96,$684.64,1.0,92930.23,434.275,400,$205.40,$232.33,1.0,38012.94,$44.50,39,$854.22,$974.69,1.0,0.0,,,,,,2029.66,23.775,22,$85.37,$92.26,1
6990,Hycodan,Hydrocodone Bit/Homatrop Me-Br,1,Overall,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,2149.46,"16,322",118,$0.13,$18.22,0
6991,Hycodan,Hydrocodone Bit/Homatrop Me-Br,1,Genus Lifescien,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,2149.46,"16,322",118,$0.13,$18.22,0
6992,Hydralazine HCl*,Hydralazine HCl,20,Overall,13650304.56,"72,489,929.674","863,720",$2.84,$15.80,1.0,12424023.7,"76,956,573.597","895,104",$2.41,$13.88,1.0,15405841.55,"$82,554,563.00","943,350",$4.77,$16.33,1.0,14836182.53,"89,406,017.445","934,838",$4.09,$15.87,1.0,14972122.55,"96,131,857.263","959,334",$3.60,$15.61,1
6993,Hydralazine HCl*,Hydralazine HCl,1,X-Gen Pharmaceu,22069.72,971.25,635,$22.72,$34.76,1.0,13877.54,681.25,595,$20.37,$23.32,1.0,40817.7,$981.50,655,$41.59,$62.32,1.0,18900.37,835,469,$22.64,$40.30,0.0,33442.35,318.75,255,$104.92,$131.15,1
6994,Hydralazine HCl*,Hydralazine HCl,1,West-Ward/Hikma,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,25627.84,396.6,315,$64.62,$81.36,1
6995,Hydralazine HCl*,Hydralazine HCl,1,Teva USA,3784359.25,"26,901,103.024","304,290",$0.14,$12.44,0.0,2903996.88,"24,166,813.208","267,163",$0.12,$10.87,0.0,2335209.64,"$22,437,166.94","240,444",$0.10,$9.71,0.0,2233354.21,"23,872,475.336","233,519",$0.09,$9.56,0.0,2071443.95,"21,883,412.957","204,655",$0.09,$10.12,0
6996,Hydralazine HCl*,Hydralazine HCl,1,Strides Pharma,112848.28,"764,322","9,141",$0.15,$12.35,0.0,388300.04,"2,895,252.8","34,262",$0.13,$11.33,0.0,719517.09,"$5,307,453.62","63,407",$0.14,$11.35,0.0,755129.99,"6,171,893.812","72,091",$0.12,$10.47,0.0,588045.23,"4,992,897.146","56,507",$0.12,$10.41,0
6997,Hydralazine HCl*,Hydralazine HCl,1,Sciegen Pharmac,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1795.42,"14,695",134,$0.11,$13.40,1
6998,Hydralazine HCl*,Hydralazine HCl,1,Nivagen Pharmac,92.75,"1,170",17,$0.08,$5.46,1.0,22061.28,"262,273","3,009",$0.08,$7.33,0.0,14024.08,"$164,121.50","1,890",$0.09,$7.42,0.0,1302.97,"16,230",170,$0.08,$7.66,1.0,299.34,"5,894",57,$0.05,$5.25,1
6999,Hydralazine HCl*,Hydralazine HCl,1,Mylan Instituti*,27270.05,"15,930.725","1,275",$11.86,$21.39,1.0,31320.16,"20,168.6","1,142",$19.43,$27.43,1.0,187703.4,"$10,533.18","1,315",$106.97,$142.74,1.0,180961.22,"11,038.25","1,730",$79.43,$104.60,1.0,258918.51,"15,365.13","2,739",$76.59,$94.53,1
7000,Hydralazine HCl*,Hydralazine HCl,1,Mckesson Packag,38248.26,"5,943.5",288,$7.84,$132.81,1.0,1155.11,"2,630",253,$0.46,$4.57,1.0,1094.88,"$13,173.00",323,$0.38,$3.39,0.0,558.42,"2,757",173,$0.20,$3.23,1.0,742.66,"1,032.5",66,$0.65,$11.25,1
7001,Hydralazine HCl*,Hydralazine HCl,1,Major Pharmaceu,11239.22,"58,997","1,637",$0.19,$6.87,0.0,29468.94,"111,543.5","2,653",$0.30,$11.11,0.0,17845.87,"$88,006.00","2,638",$0.21,$6.76,0.0,20799.02,"98,167","2,792",$0.22,$7.45,0.0,16730.85,"85,143.5","3,311",$0.20,$5.05,0
7002,Hydralazine HCl*,Hydralazine HCl,1,Sky Pharmaceuti,0.0,,,,,,0.0,,,,,,0.0,,,,,,82.01,925,42,$0.14,$1.95,1.0,85.2,757,27,$0.15,$3.16,1
7003,Hydralazine HCl*,Hydralazine HCl,1,Fresenius Kabi/,350797.88,"7,282.34","5,296",$48.17,$66.24,1.0,223378.62,"4,390.1","3,550",$50.88,$62.92,1.0,494310.07,"$4,770.13","3,966",$103.63,$124.64,1.0,219067.09,"5,644.6","2,922",$38.81,$74.97,1.0,291671.67,"3,572.9","2,936",$81.63,$99.34,1
7004,Hydralazine HCl*,Hydralazine HCl,1,Fresenius Kabi,1827657.67,"31,415.51","24,267",$58.18,$75.31,1.0,1404642.18,"28,435.995","22,793",$49.40,$61.63,1.0,2846466.37,"$30,129.65","24,943",$94.47,$114.12,1.0,3066056.25,"29,266.33","20,157",$104.76,$152.11,1.0,2875624.37,"30,282.2","20,009",$94.96,$143.72,1
7005,Hydralazine HCl*,Hydralazine HCl,1,Exelan Pharmace,17176.75,"77,051",867,$0.22,$19.81,0.0,18736.42,"115,693","1,253",$0.16,$14.95,0.0,28293.56,"$132,716.00","1,361",$0.21,$20.79,0.0,24366.03,"136,201","1,307",$0.17,$18.64,0.0,57526.0,"186,212.96","1,693",$0.29,$33.98,0
7006,Hydralazine HCl*,Hydralazine HCl,1,Camber Pharmace,3446443.63,"24,550,298.219","275,941",$0.14,$12.49,0.0,3499455.33,"27,540,321.814","303,963",$0.13,$11.51,0.0,3850400.35,"$30,548,106.76","326,392",$0.13,$11.80,0.0,3799187.54,"33,447,345.357","325,188",$0.11,$11.68,0.0,4667848.16,"41,626,642.25","384,811",$0.11,$12.13,0
7007,Hydralazine HCl*,Hydralazine HCl,1,Amer. Regent,122140.48,416.18,377,$293.48,$323.98,1.0,317723.12,372,317,$854.09,"$1,002.28",1.0,415055.36,$534.00,413,$777.26,"$1,004.98",1.0,452801.78,550.25,455,$822.90,$995.17,1.0,132295.71,"1,228.75",989,$107.67,$133.77,1
7008,Hydralazine HCl*,Hydralazine HCl,1,"Civica, Inc.",0.0,,,,,,0.0,,,,,,0.0,,,,,,458.29,34,32,$13.48,$14.32,1.0,233979.96,"1,858.5","1,611",$125.90,$145.24,1
7009,Hydralazine HCl*,Hydralazine HCl,1,Akorn Inc.,487135.18,"6,148.5","3,462",$79.23,$140.71,1.0,447078.52,"5,724.3","2,949",$78.10,$151.60,1.0,544600.69,"$4,859.75","3,671",$112.06,$148.35,1.0,326851.56,"3,761.9","2,972",$86.88,$109.98,1.0,534256.85,"5,007.1","3,017",$106.70,$177.08,1
7010,Hydralazine HCl*,Hydralazine HCl,1,Avet Pharmaceut,3006542.52,"20,037,088.626","233,475",$0.15,$12.88,0.0,2864645.54,"21,788,625.4","248,160",$0.13,$11.54,0.0,3016964.04,"$23,800,084.84","266,938",$0.13,$11.30,0.0,2871875.48,"25,599,784.86","266,795",$0.11,$10.76,0.0,2777552.93,"27,268,307.5","272,078",$0.10,$10.21,0
7011,Hydralazine HCl*,Hydralazine HCl,1,App/Premierpro,390073.97,"2,993.3","1,894",$130.32,$205.95,1.0,249893.21,"2,477.63","2,018",$100.86,$123.83,1.0,883005.26,"$4,894.25","4,013",$180.42,$220.04,1.0,861432.04,"3,903.75","3,272",$220.67,$263.27,1.0,395333.85,"4,040.02","3,375",$97.85,$117.14,1
7012,Hydralazine HCl*,Hydralazine HCl,1,Ahp,6208.95,"28,798.5",858,$0.22,$7.24,0.0,8290.81,"11,171","1,024",$0.86,$8.10,0.0,10533.19,"$7,031.90",981,$1.87,$10.74,1.0,2998.26,"5,204",752,$0.63,$3.99,0.0,8901.7,"4,792.5",749,$1.41,$11.88,1
7013,Hydrea,Hydroxyurea,1,Overall,4179.35,"4,189",68,$1.00,$61.46,1.0,8836.56,"4,170",66,$2.12,$133.89,0.0,7856.93,"$2,856.00",57,$2.75,$137.84,1.0,89967.64,"5,271",122,$17.07,$737.44,1.0,37177.49,"4,805",88,$7.74,$422.47,1
7014,Hydrea,Hydroxyurea,1,BMS Onco/Immun,4179.35,"4,189",68,$1.00,$61.46,1.0,8836.56,"4,170",66,$2.12,$133.89,0.0,7856.93,"$2,856.00",57,$2.75,$137.84,1.0,89967.64,"5,271",122,$17.07,$737.44,1.0,37177.49,"4,805",88,$7.74,$422.47,1
7015,Hydrochlorothiazide,Hydrochlorothiazide,21,Overall,22451652.67,"202,536,818.3","5,801,827",$0.11,$3.87,0.0,21560261.58,"194,010,088.38","5,406,737",$0.11,$3.99,0.0,24226131.24,"$195,189,528.36","5,229,576",$0.12,$4.63,0.0,25349842.49,"223,078,880.45","5,362,332",$0.12,$4.73,0.0,22985436.37,"227,396,685.99","5,009,583",$0.10,$4.59,0
7016,Hydrochlorothiazide,Hydrochlorothiazide,1,Unichem Pharmac,3560504.04,"36,404,720.152","1,013,235",$0.10,$3.51,0.0,3623704.49,"35,848,104.955","975,762",$0.10,$3.71,0.0,5579864.17,"$51,143,532.90","1,337,531",$0.11,$4.17,0.0,5628159.79,"56,067,224.092","1,309,833",$0.10,$4.30,0.0,4374121.72,"44,234,954.398","931,583",$0.10,$4.70,0
7017,Hydrochlorothiazide,Hydrochlorothiazide,1,Teva USA,2250147.1,"22,322,165.748","614,948",$0.10,$3.66,0.0,1011088.86,"8,362,438.502","231,375",$0.12,$4.37,0.0,714537.28,"$5,993,942.79","160,478",$0.12,$4.45,0.0,897083.52,"10,073,746.53","236,629",$0.09,$3.79,0.0,1914579.53,"17,544,092.826","388,525",$0.11,$4.93,0
7018,Hydrochlorothiazide,Hydrochlorothiazide,1,Sun Pharmaceuti,813.91,"13,515",439,$0.06,$1.85,1.0,217.2,"3,241",124,$0.07,$1.75,1.0,232.99,"$4,227.00",136,$0.06,$1.71,1.0,106.93,"2,040",56,$0.05,$1.91,1.0,21.51,"1,050",24,$0.02,$0.90,1
7019,Hydrochlorothiazide,Hydrochlorothiazide,1,Sciegen Pharmac,0.0,,,,,,0.0,,,,,,251859.57,"$1,982,751.20","53,028",$0.13,$4.75,0.0,1346082.74,"10,719,807.272","266,307",$0.13,$5.05,0.0,2224019.34,"19,019,230.546","446,136",$0.12,$4.99,0
7020,Hydrochlorothiazide,Hydrochlorothiazide,1,Rising Pharm,637010.6,"4,464,239","133,277",$0.14,$4.78,0.0,1067710.76,"7,771,040.002","223,891",$0.14,$4.77,0.0,905874.56,"$6,451,344.94","182,544",$0.14,$4.96,0.0,1208832.57,"8,624,662.716","202,877",$0.14,$5.96,0.0,985092.34,"7,355,794.291","153,224",$0.13,$6.43,0
7021,Hydrochlorothiazide,Hydrochlorothiazide,1,Qualitest/Par P,329722.47,"3,752,610.915","112,181",$0.09,$2.94,0.0,19507.89,"382,047.145","12,210",$0.05,$1.60,0.0,5333.23,"$51,280.16","1,684",$0.11,$3.17,1.0,557.04,"4,697.011",156,$0.12,$3.57,1.0,197.23,996.6,31,$0.21,$6.36,1
7022,Hydrochlorothiazide,Hydrochlorothiazide,1,Oxford Pharmace,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,79.04,"1,140",20,$0.07,$3.95,1
7023,Hydrochlorothiazide,Hydrochlorothiazide,1,Mylan Instituti,2276.48,"10,273.5",566,$0.22,$4.02,0.0,2977.61,"8,788.026",707,$0.34,$4.21,0.0,2379.71,"$7,263.16",473,$0.33,$5.03,0.0,1751.16,"7,313",442,$0.24,$3.96,0.0,464.81,"2,965",156,$0.16,$2.98,1
7024,Hydrochlorothiazide,Hydrochlorothiazide,1,Mylan,1392392.15,"11,067,822","320,519",$0.13,$4.34,0.0,1269923.05,"9,978,463.01","277,071",$0.13,$4.58,0.0,979784.69,"$7,546,087.91","200,362",$0.13,$4.89,0.0,308007.21,"2,605,106","67,684",$0.12,$4.55,0.0,21969.13,"228,815","6,523",$0.10,$3.37,0
7025,Hydrochlorothiazide,Hydrochlorothiazide,1,Mckesson Packag,35590.1,"17,852","1,582",$1.99,$22.50,1.0,5898.18,"12,368","1,786",$0.48,$3.30,0.0,6383.65,"$20,926.50","1,419",$0.31,$4.50,0.0,21843.47,"9,181.5","1,515",$2.38,$14.42,1.0,1267.15,"2,287.125",409,$0.55,$3.10,0
7026,Hydrochlorothiazide,Hydrochlorothiazide,1,Solco Healthcar,1089.27,"5,614",178,$0.20,$6.12,1.0,11133.77,"73,506","2,219",$0.15,$5.02,0.0,130119.84,"$690,836.60","20,321",$0.19,$6.40,0.0,391372.76,"2,265,959.328","62,534",$0.17,$6.26,0.0,135734.0,"1,237,079.231","31,571",$0.11,$4.30,0
7027,Hydrochlorothiazide,Hydrochlorothiazide,1,Legacy Pharmace,1033277.38,"13,781,014","388,151",$0.07,$2.66,0.0,1010543.21,"13,944,266.5","378,058",$0.07,$2.67,0.0,1009321.28,"$14,015,458.03","361,477",$0.07,$2.79,0.0,959340.67,"14,974,637.18","335,804",$0.06,$2.86,0.0,926710.9,"15,338,075.235","301,717",$0.06,$3.07,0
7028,Hydrochlorothiazide,Hydrochlorothiazide,1,Leading Pharma,49346.7,"496,423.834","15,983",$0.10,$3.09,0.0,46036.25,"408,324.036","12,574",$0.11,$3.66,0.0,32024.7,"$237,218.00","6,715",$0.13,$4.77,0.0,530782.57,"3,845,350.09","98,456",$0.14,$5.39,0.0,753771.27,"5,497,680.22","136,999",$0.14,$5.50,0
7029,Hydrochlorothiazide,Hydrochlorothiazide,1,Jubilant Cadist,1554896.57,"11,510,802","326,783",$0.14,$4.76,0.0,917643.52,"6,339,486.4","172,429",$0.14,$5.32,0.0,855467.61,"$5,125,616.55","134,345",$0.17,$6.37,0.0,91305.35,"612,007.4","15,834",$0.15,$5.77,0.0,22294.59,"180,812","4,616",$0.12,$4.83,0
7030,Hydrochlorothiazide,Hydrochlorothiazide,1,Excellium Pharm,24909.7,"331,593.2","9,560",$0.08,$2.61,0.0,7407.58,"111,818.333","3,281",$0.07,$2.26,0.0,5246.61,"$76,950.01","2,320",$0.07,$2.26,0.0,1669.93,"29,002",843,$0.06,$1.98,0.0,62.06,"1,958",53,$0.04,$1.17,1
7031,Hydrochlorothiazide,Hydrochlorothiazide,1,Westminster Pha,20002.12,"223,801","6,105",$0.09,$3.28,0.0,8568.63,"95,145","2,777",$0.09,$3.09,0.0,4133.18,"$46,512.00","1,367",$0.09,$3.02,0.0,32338.34,"267,661.8","6,973",$0.12,$4.64,0.0,41856.21,"289,568.8","7,599",$0.14,$5.51,0
7032,Hydrochlorothiazide,Hydrochlorothiazide,1,Avet Pharmaceut,89177.22,"1,031,935.249","32,200",$0.09,$2.77,0.0,45609.9,"559,352.899","17,244",$0.08,$2.64,0.0,251327.26,"$4,339,532.74","118,784",$0.06,$2.12,0.0,1179576.68,"20,767,241.4","475,698",$0.06,$2.48,0.0,1333776.25,"26,270,073","536,203",$0.05,$2.49,0
7033,Hydrochlorothiazide,Hydrochlorothiazide,1,Aurobindo Pharm,50702.65,"504,613.1","15,905",$0.10,$3.19,0.0,37745.81,"503,641","14,702",$0.07,$2.57,0.0,69054.38,"$842,919.40","23,580",$0.08,$2.93,0.0,98904.7,"1,331,620.8","35,139",$0.07,$2.81,0.0,115979.03,"1,495,725.42","37,143",$0.08,$3.12,0
7034,Hydrochlorothiazide,Hydrochlorothiazide,1,Actavis/Teva,858668.75,"4,892,323.204","143,165",$0.18,$6.00,0.0,544069.84,"3,359,223.9","100,055",$0.16,$5.44,0.0,477607.84,"$2,764,929.30","79,722",$0.17,$5.99,0.0,874976.68,"6,308,904.86","161,528",$0.14,$5.42,0.0,666588.26,"4,850,317.5","108,291",$0.14,$6.16,0
7035,Hydrochlorothiazide,Hydrochlorothiazide,1,Accord Healthca,10557655.54,"91,702,401.398","2,666,483",$0.12,$3.96,0.0,11930108.95,"106,248,312.67","2,980,317",$0.11,$4.00,0.0,12945482.32,"$93,848,078.18","2,543,261",$0.14,$5.09,0.0,11777143.7,"84,562,701.474","2,084,008",$0.14,$5.65,0.0,9466007.1,"83,843,792.299","1,918,485",$0.11,$4.93,0
7036,Hydrochlorothiazide,Hydrochlorothiazide,1,Ahp,3469.92,"3,099",567,$1.03,$6.12,0.0,366.08,521,155,$0.75,$2.36,1.0,96.37,$121.00,29,$1.92,$3.32,1.0,6.68,16,16,$0.42,$0.42,1.0,844.9,278.5,275,$3.03,$3.07,1
7037,Hydrocodone Bitartrate ER,Hydrocodone Bitartrate,2,Overall,0.0,,,,,,0.0,,,,,,0.0,,,,,,931397.78,"127,841","2,318",$7.31,$401.81,0.0,1104576.95,"122,322","2,947",$9.66,$374.81,0
7038,Hydrocodone Bitartrate ER,Hydrocodone Bitartrate,1,Persion-Macoven,0.0,,,,,,0.0,,,,,,0.0,,,,,,312182.01,"43,461",783,$7.22,$398.70,0.0,28612.68,"4,049",75,$7.06,$381.50,1
7039,Hydrocodone Bitartrate ER,Hydrocodone Bitartrate,1,Alvogen Inc,0.0,,,,,,0.0,,,,,,0.0,,,,,,619215.77,"84,380","1,535",$7.36,$403.40,0.0,1075964.27,"118,273","2,872",$9.73,$374.64,0
7040,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,23,Overall,176243959.77,"665,957,425.64","12,183,254",$0.34,$14.47,0.0,120050339.4,"520,306,756.35","9,408,147",$0.31,$12.76,0.0,90086201.06,"$416,875,754.14","7,713,536",$0.28,$11.68,0.0,76755151.88,"372,230,366.82","6,916,154",$0.27,$11.10,0.0,72550835.05,"357,151,228.95","6,879,831",$0.29,$10.55,0
7041,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Vistapharm,755607.43,"6,934,388.106","34,788",$0.11,$21.72,0.0,1482545.17,"15,626,109.519","81,098",$0.09,$18.28,0.0,1557900.98,"$15,178,990.28","82,021",$0.10,$18.99,0.0,1450642.52,"14,490,954.786","75,240",$0.10,$19.28,0.0,1491286.55,"16,260,240.616","83,657",$0.09,$17.83,0
7042,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Specgx LLC,902242.02,"76,463.571","20,952",$11.80,$43.06,1.0,640368.15,"54,967.005","22,468",$11.65,$28.50,1.0,521689.75,"$47,907.50","18,186",$10.89,$28.69,1.0,523649.93,"44,053.5","15,478",$11.89,$33.83,1.0,655214.15,"53,976.531","16,362",$12.14,$40.04,1
7043,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Rhodes Pharmace,2223593.37,"8,760,816","141,201",$0.26,$15.75,0.0,1880288.21,"8,209,231","131,189",$0.23,$14.33,0.0,1199849.78,"$5,512,126.30","90,630",$0.23,$13.24,0.0,1536506.21,"7,671,918.15","124,173",$0.21,$12.37,0.0,1183290.92,"6,319,473.544","108,698",$0.20,$10.89,0
7044,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Qualitest/Par P,20820630.51,"81,266,105.04","1,136,637",$0.26,$18.32,0.0,7198521.49,"32,340,397","441,509",$0.23,$16.30,0.0,3791418.81,"$18,820,983.98","238,462",$0.20,$15.90,0.0,3662082.73,"18,572,680.2","237,566",$0.20,$15.42,0.0,2160239.67,"12,007,363.414","145,451",$0.18,$14.85,0
7045,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Precision Dose,59536.28,"1,665.558",184,$35.75,$323.57,1.0,1503.05,"2,047.63",329,$0.73,$4.57,1.0,680.43,"$1,011.24",163,$0.67,$4.17,1.0,107.07,29,12,$3.69,$8.92,1.0,75.7,92,12,$0.82,$6.31,1
7046,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Pharm Assoc Inc,2955465.06,"19,740,838.922","89,678",$0.25,$32.96,0.0,3043212.97,"25,884,737.964","125,095",$0.13,$24.33,0.0,2218298.97,"$19,899,481.34","105,556",$0.13,$21.02,0.0,732656.68,"7,177,528.803","38,661",$0.19,$18.95,0.0,281276.5,"3,109,247.418","14,639",$0.13,$19.21,0
7047,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Par Pharm.,19099803.55,"65,782,698.4","1,284,062",$0.31,$14.87,0.0,1609481.3,"6,017,718","103,220",$0.31,$15.59,0.0,314816.05,"$1,081,310.00","19,841",$0.35,$15.87,0.0,207082.73,"952,299","16,501",$0.23,$12.55,0.0,93633.3,"443,010.028","6,572",$0.23,$14.25,0
7048,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Mylan Instituti,406658.45,"25,602","13,685",$17.83,$29.72,1.0,106302.45,"55,358.615","12,409",$3.47,$8.57,1.0,26034.2,"$14,016.00","7,788",$2.10,$3.34,0.0,31751.76,"3,473","2,663",$9.33,$11.92,1.0,1996.4,516,301,$3.44,$6.63,1
7049,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Mckesson Packag,343215.55,"16,716.45","8,483",$20.53,$40.46,1.0,118915.45,"8,895.95","5,812",$13.37,$20.46,0.0,12344.92,"$4,839.00","3,352",$2.55,$3.68,1.0,1075.05,906,557,$1.19,$1.93,1.0,128.52,215,137,$0.60,$0.94,1
7050,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Mallinckrodt Ph,55987136.9,"211,128,479.25","4,113,355",$0.27,$13.61,0.0,48971779.62,"206,762,693.72","4,047,156",$0.25,$12.10,0.0,48379651.31,"$214,108,914.15","4,290,221",$0.24,$11.28,0.0,37966422.51,"172,927,573.16","3,406,972",$0.23,$11.14,0.0,32677525.84,"151,775,237.26","3,021,278",$0.23,$10.82,0
7051,Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,1,Major Pharmaceu,171024.08,"49,521.2","14,827",$3.83,$11.53,1.0,288724.53,"56,757.9","17,065",$5.50,$16.92,1.0,53253.51,"$30,435.00","10,237",$2.06,$5.20,0.0,77195.5,"17,197","7,483",$5.78,$10.32,0.0,233098.63,"19,846","9,808",$14.12,$23.77,1
